record_id,Model,Year,Region,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,revenue_USD
360,X3,2014,Middle East,Petrol,Automatic,4.7,95070,83106,6254,519744924
361,7 Series,2014,North America,Electric,Automatic,3.6,182618,116107,7608,883342056
362,X3,2020,South America,Hybrid,Automatic,1.7,158566,114790,2156,247487240
363,i8,2016,South America,Hybrid,Manual,2.9,32573,42409,5098,216201082
364,X1,2018,Asia,Diesel,Automatic,1.8,138433,112394,5095,572647430
365,7 Series,2018,North America,Diesel,Manual,4.1,30215,40062,305,12218910
366,i8,2012,Europe,Electric,Manual,1.7,67114,68714,5960,409535440
367,3 Series,2012,Europe,Diesel,Manual,2.2,154736,78565,3990,313474350
368,5 Series,2012,Middle East,Electric,Automatic,3,121611,76420,6844,523018480
369,M3,2013,Middle East,Petrol,Manual,3.1,74067,67269,2781,187075089
370,X5,2017,Africa,Hybrid,Manual,2.9,110631,110049,1386,152527914
371,3 Series,2015,North America,Petrol,Automatic,3.1,187396,71905,7571,544392755
372,i3,2017,South America,Petrol,Automatic,4,174519,31948,5863,187311124
373,X6,2010,North America,Petrol,Automatic,2.8,36327,66518,7163,476468434
374,3 Series,2017,South America,Electric,Manual,3.4,144332,102814,5037,517874118
375,5 Series,2013,Middle East,Electric,Manual,2.6,163437,69488,8943,621431184
376,i8,2020,Asia,Hybrid,Manual,2.7,111872,34401,288,9907488
377,X1,2010,North America,Hybrid,Manual,3.6,4768,35905,5184,186131520
378,X3,2017,Europe,Electric,Manual,3.2,84155,70778,8167,578043926
379,X6,2013,South America,Petrol,Manual,4,142408,60324,2195,132411180
380,X1,2015,Middle East,Hybrid,Automatic,3.5,117990,58708,3657,214695156
381,M5,2017,South America,Diesel,Manual,4.3,57377,91637,9121,835821077
382,i8,2013,Africa,Petrol,Manual,3.1,136263,116643,4751,554170893
383,X1,2023,Europe,Diesel,Manual,3.2,112416,53115,874,46422510
384,3 Series,2012,North America,Hybrid,Manual,3.8,110051,82258,9890,813531620
385,7 Series,2023,South America,Electric,Manual,2.3,179767,47128,7301,344081528
386,X5,2018,Europe,Diesel,Manual,2.9,124134,37111,4242,157424862
387,M5,2012,Europe,Petrol,Automatic,3.7,124564,119792,3324,398188608
388,X5,2018,Africa,Electric,Manual,1.6,6634,67794,9284,629399496
389,i3,2022,North America,Hybrid,Automatic,3,81603,115537,5387,622397819
390,X6,2011,Africa,Hybrid,Automatic,3.6,97667,81625,3309,270097125
391,7 Series,2023,Europe,Diesel,Manual,4.9,109291,30463,7111,216622393
392,M3,2011,Middle East,Diesel,Automatic,4.6,106672,101785,1625,165400625
393,M5,2011,Africa,Petrol,Automatic,2.5,41594,93495,489,45719055
394,i3,2015,Asia,Hybrid,Manual,3.3,95364,91829,7118,653638822
395,M5,2012,Middle East,Diesel,Manual,1.7,71227,114903,8924,1025394372
396,X1,2022,South America,Petrol,Automatic,2.3,26767,117363,642,75347046
397,i3,2018,Africa,Hybrid,Automatic,4.2,27979,95982,4366,419057412
398,M5,2013,Asia,Petrol,Automatic,1.9,170073,81725,1404,114741900
399,X5,2010,Africa,Hybrid,Automatic,2.4,23577,62344,8358,521071152
400,3 Series,2013,South America,Electric,Automatic,4.8,121155,35561,3816,135700776
401,X1,2010,North America,Diesel,Manual,4.4,148730,59157,9680,572639760
402,M3,2023,South America,Hybrid,Manual,4.2,80410,55419,7109,393973671
403,X3,2014,South America,Petrol,Manual,4.5,35380,84387,6211,524127657
404,X6,2013,South America,Electric,Manual,4.1,183126,36457,1866,68028762
405,X5,2017,Europe,Electric,Automatic,1.9,5204,32190,143,4603170
406,X5,2017,South America,Hybrid,Manual,3.3,42159,85852,5802,498113304
407,X3,2016,Asia,Petrol,Automatic,3.1,143652,93537,5924,554113188
408,X6,2012,South America,Diesel,Manual,2.6,186337,56075,9184,514992800
409,i3,2010,Asia,Petrol,Manual,4.4,25644,33486,4936,165286896
410,5 Series,2010,Africa,Electric,Manual,3.1,127690,74267,2849,211586683
411,5 Series,2021,Asia,Electric,Manual,1.7,21122,112462,5903,663863186
412,i8,2020,South America,Hybrid,Automatic,2.5,59781,62084,4541,281923444
413,i3,2012,Europe,Hybrid,Automatic,2.3,183685,119952,9131,1095281712
414,7 Series,2015,Europe,Diesel,Manual,4.6,126540,33593,3220,108169460
415,7 Series,2016,Africa,Diesel,Manual,3.8,92316,85617,1909,163442853
416,X3,2015,Asia,Diesel,Manual,3.5,6304,45543,6657,303179751
417,X6,2023,Europe,Hybrid,Automatic,3.3,54800,100512,9966,1001702592
418,X5,2023,South America,Petrol,Manual,3.8,51128,94088,2930,275677840
419,i8,2015,Middle East,Electric,Automatic,4.1,86794,39377,9525,375065925
420,X1,2015,Africa,Hybrid,Automatic,3.4,15994,41990,8543,358720570
421,i8,2022,Africa,Diesel,Manual,4.8,89921,41946,2452,102851592
422,X3,2012,Middle East,Hybrid,Automatic,4.9,110369,40370,6148,248194760
423,3 Series,2015,Africa,Electric,Automatic,5,69854,58429,8981,524750849
424,X3,2017,North America,Petrol,Manual,3.8,113551,30284,241,7298444
425,3 Series,2020,Middle East,Petrol,Automatic,4.8,159467,76201,5760,438917760
426,M3,2020,North America,Hybrid,Automatic,2.9,180136,59712,6726,401622912
427,X6,2011,North America,Diesel,Automatic,4.5,109348,85468,8241,704341788
428,i8,2014,Middle East,Diesel,Manual,4.7,144533,82911,4321,358258431
429,X6,2023,Asia,Diesel,Manual,4.7,32173,54649,6736,368115664
430,5 Series,2010,Africa,Diesel,Automatic,4.4,102278,35915,9841,353439515
431,M3,2021,Middle East,Hybrid,Manual,2.9,162609,54134,904,48937136
432,M5,2024,Middle East,Hybrid,Automatic,2.1,43892,84569,4431,374725239
433,7 Series,2010,Africa,Diesel,Automatic,2.7,185870,92721,7521,697354641
434,5 Series,2014,South America,Diesel,Automatic,4.2,134531,87621,4611,404020431
435,5 Series,2021,North America,Hybrid,Manual,2.3,194391,76581,6866,525805146
436,3 Series,2022,Middle East,Hybrid,Automatic,3.2,118028,63248,8095,511992560
437,i3,2012,Middle East,Diesel,Manual,3.5,155164,118934,1818,216222012
438,i3,2013,North America,Electric,Automatic,3.6,167951,104651,1054,110302154
439,3 Series,2012,South America,Hybrid,Manual,4.8,135680,93319,3307,308605933
440,M3,2010,Middle East,Petrol,Manual,3.8,20833,30946,6000,185676000
441,X5,2010,Africa,Diesel,Automatic,4.3,169423,45093,7103,320295579
442,M5,2021,North America,Diesel,Manual,3.5,52191,66769,1942,129665398
443,5 Series,2021,Europe,Electric,Automatic,4.4,82062,84946,2018,171421028
444,5 Series,2023,South America,Petrol,Manual,2.4,181200,46751,5122,239458622
445,X1,2022,Africa,Hybrid,Automatic,2.2,16720,41380,2118,87642840
446,M3,2023,North America,Hybrid,Manual,4.7,26402,35130,9240,324601200
447,i3,2014,South America,Diesel,Manual,3.9,185012,74147,8800,652493600
448,i8,2015,Europe,Electric,Automatic,3.9,137116,71187,3942,280619154
449,M3,2012,Europe,Electric,Automatic,3.1,125303,36190,6344,229589360
450,M3,2021,South America,Diesel,Automatic,2.8,72907,31385,634,19898090
451,5 Series,2018,South America,Diesel,Manual,3.4,96313,48896,398,19460608
452,X6,2014,Asia,Electric,Manual,1.9,114324,111758,7978,891605324
453,X3,2017,Europe,Electric,Automatic,3.1,37926,112367,6565,737689355
454,X3,2022,South America,Diesel,Automatic,3.1,1536,42468,9374,398095032
455,i8,2010,North America,Hybrid,Automatic,3.4,58700,94124,2613,245946012
456,7 Series,2023,South America,Diesel,Manual,3.7,33111,102861,5453,560901033
457,3 Series,2014,Middle East,Diesel,Manual,4.9,154711,76421,867,66257007
458,i8,2024,Africa,Petrol,Manual,3.8,145740,97980,6665,653036700
459,X6,2012,Africa,Hybrid,Manual,4.6,17763,53320,101,5385320
460,i8,2021,South America,Diesel,Automatic,3.4,158596,31016,4938,153157008
461,X1,2010,Africa,Electric,Automatic,3.7,70582,32634,5754,187776036
462,5 Series,2013,Africa,Petrol,Manual,1.7,164685,82139,1560,128136840
463,M5,2024,South America,Petrol,Manual,2,32207,35232,4545,160129440
464,i8,2022,Middle East,Hybrid,Manual,3.5,36421,117586,5532,650485752
465,M5,2014,Africa,Petrol,Automatic,2.9,109953,90079,6074,547139846
466,3 Series,2016,Africa,Hybrid,Manual,4.3,45420,55483,9417,522483411
467,7 Series,2010,South America,Hybrid,Automatic,3.4,169022,110072,3588,394938336
468,X3,2012,South America,Diesel,Automatic,4.6,71247,46723,1251,58450473
469,X1,2011,Asia,Electric,Automatic,4.9,133987,98433,9105,896232465
470,X5,2018,Africa,Diesel,Manual,2,54511,52655,7876,414710780
471,X1,2019,Asia,Electric,Manual,2.9,190036,58531,7317,428271327
472,X6,2024,Middle East,Electric,Manual,3.8,11344,113647,1983,225362001
473,M5,2015,Middle East,Petrol,Automatic,2.6,166487,112693,5817,655535181
474,5 Series,2019,Middle East,Petrol,Automatic,2.4,121797,100148,7231,724170188
475,M5,2012,Asia,Hybrid,Automatic,4.3,124001,82901,222,18404022
476,i3,2017,Europe,Diesel,Automatic,4.9,40442,67998,7313,497269374
477,i3,2023,Middle East,Electric,Manual,4.2,2005,41659,1786,74402974
478,7 Series,2017,North America,Hybrid,Manual,3.3,194029,43238,8514,368128332
479,X6,2011,South America,Petrol,Manual,3,169730,86385,9968,861085680
480,X5,2024,Europe,Petrol,Manual,3.4,82598,113709,8047,915016323
481,i8,2015,South America,Petrol,Automatic,3.1,182742,80754,5839,471522606
482,X3,2016,South America,Hybrid,Automatic,3.3,26890,60361,1339,80823379
483,X3,2011,Middle East,Hybrid,Automatic,2.2,59103,46517,9462,440143854
484,X3,2024,Europe,Electric,Manual,4.7,1390,119117,7270,865980590
485,i8,2020,North America,Diesel,Automatic,4.1,5405,108815,2879,313278385
486,3 Series,2019,South America,Hybrid,Manual,3.9,42467,102968,2165,222925720
487,X6,2011,Africa,Diesel,Manual,4.8,35394,102034,4455,454561470
488,X5,2019,Europe,Hybrid,Manual,2.5,36527,84856,2035,172681960
489,i3,2010,Europe,Petrol,Automatic,1.8,126567,46702,7510,350732020
490,3 Series,2017,North America,Electric,Automatic,4.4,3879,49819,9025,449616475
491,X1,2010,Africa,Diesel,Automatic,5,37731,33141,5113,169449933
492,X5,2018,Europe,Petrol,Manual,3.5,31445,62226,7616,473913216
493,3 Series,2020,South America,Diesel,Automatic,1.7,176625,117171,6688,783639648
494,3 Series,2015,North America,Hybrid,Automatic,4.2,154571,54989,9390,516346710
495,5 Series,2016,North America,Electric,Manual,1.8,28199,54748,3539,193753172
496,7 Series,2022,Asia,Electric,Manual,3.4,157901,51785,7315,378807275
497,X3,2019,Africa,Hybrid,Automatic,2.5,114886,70265,9879,694147935
498,X6,2016,Europe,Petrol,Manual,4.7,10561,63605,8533,542741465
499,M3,2019,Africa,Hybrid,Automatic,3.1,108903,58185,335,19491975
500,i8,2012,Middle East,Electric,Automatic,4.6,144778,108406,993,107647158
501,i8,2011,North America,Diesel,Automatic,2.5,129520,38071,8143,310012153
502,7 Series,2018,Europe,Hybrid,Manual,2.9,16841,75628,8340,630737520
503,M3,2017,Africa,Hybrid,Manual,4.8,183782,100693,6324,636782532
504,7 Series,2022,North America,Electric,Automatic,2.2,91013,89453,7795,697286135
505,7 Series,2021,Africa,Diesel,Manual,3.5,175240,82064,9362,768283168
506,i8,2019,North America,Petrol,Automatic,2.9,122500,96319,9080,874576520
507,7 Series,2016,Middle East,Hybrid,Automatic,4.2,179716,78386,1274,99863764
508,7 Series,2018,Africa,Electric,Automatic,2,176437,77426,2167,167782142
509,X3,2013,Africa,Electric,Automatic,3,159170,119954,6751,809809454
510,7 Series,2022,North America,Electric,Automatic,3.9,166155,64742,7762,502527404
511,M5,2013,Africa,Hybrid,Manual,2.9,33669,93884,6440,604612960
512,7 Series,2010,North America,Petrol,Manual,1.7,56052,99698,992,98900416
513,X6,2017,Africa,Electric,Automatic,4,53449,82740,1329,109961460
514,i8,2023,Africa,Hybrid,Automatic,3.3,123239,52193,6006,313471158
515,X5,2023,North America,Diesel,Automatic,1.5,56918,36116,3195,115390620
516,3 Series,2021,South America,Electric,Manual,3.6,99440,51226,2119,108547894
517,i3,2012,Asia,Petrol,Automatic,4.7,192413,114851,1342,154130042
518,X3,2016,South America,Electric,Automatic,1.9,136356,105711,1100,116282100
519,X6,2024,Europe,Hybrid,Manual,3.6,131579,36319,6496,235928224
520,X6,2021,Africa,Petrol,Automatic,4.1,192233,32423,844,27365012
521,M3,2011,North America,Electric,Automatic,1.7,119960,56835,6900,392161500
522,X6,2011,North America,Electric,Automatic,1.6,129451,104447,6145,641826815
523,X5,2016,Africa,Diesel,Automatic,3.1,13371,105070,4284,450119880
524,X5,2024,Middle East,Hybrid,Automatic,4.3,78733,75419,5961,449572659
525,X1,2015,Asia,Diesel,Automatic,2.1,199235,84022,1194,100322268
526,i3,2012,Asia,Electric,Manual,4.4,25251,87697,4050,355172850
527,X5,2018,Middle East,Electric,Manual,3.8,50183,75390,8038,605984820
528,X5,2019,Middle East,Hybrid,Manual,2.7,148760,93236,2693,251084548
529,X5,2024,Africa,Petrol,Manual,3.3,93603,72936,2487,181391832
530,M5,2023,South America,Diesel,Manual,4.9,140914,34553,6549,226287597
531,3 Series,2022,Asia,Electric,Automatic,2.3,34532,90267,6372,575181324
532,i8,2015,Middle East,Electric,Automatic,3.2,82478,80247,9537,765315639
533,i3,2019,Middle East,Diesel,Manual,3.7,183985,107396,9192,987184032
534,X5,2019,Asia,Electric,Automatic,2,15812,76124,4646,353672104
535,3 Series,2015,North America,Electric,Automatic,1.7,25425,119970,5377,645078690
536,X3,2010,North America,Electric,Automatic,1.5,40927,62008,7502,465184016
537,M5,2013,Africa,Petrol,Automatic,2.6,133161,36902,7598,280381396
538,5 Series,2019,Africa,Diesel,Manual,1.8,194310,42650,1268,54080200
539,X1,2015,North America,Diesel,Manual,4.3,90089,103531,4441,459781171
540,5 Series,2024,Europe,Electric,Automatic,5,40963,46019,8074,371557406
541,3 Series,2015,Europe,Electric,Automatic,1.7,110901,83776,3673,307709248
542,i8,2020,Europe,Diesel,Manual,3,93800,94038,5816,546925008
543,X6,2021,Asia,Hybrid,Manual,1.6,13086,36462,7133,260083446
544,X3,2014,Europe,Electric,Automatic,2,37967,64069,4747,304135543
545,X5,2010,North America,Petrol,Automatic,2.6,14396,60636,2341,141948876
546,X6,2017,North America,Hybrid,Manual,2.9,117113,74150,4425,328113750
547,5 Series,2014,Africa,Electric,Automatic,4.8,58754,110517,3292,363821964
548,X6,2021,Asia,Hybrid,Automatic,2.9,9134,45607,556,25357492
549,M5,2021,North America,Electric,Automatic,3.2,130480,52081,3272,170409032
550,X3,2021,Europe,Electric,Automatic,2.4,64002,116500,348,40542000
551,X5,2014,Middle East,Hybrid,Automatic,1.5,149506,30135,9888,297974880
552,i3,2016,Europe,Hybrid,Manual,4.6,33244,116918,2095,244943210
553,X1,2013,Africa,Diesel,Automatic,1.8,105554,49663,7193,357225959
554,M3,2015,Africa,Hybrid,Automatic,4.9,179971,59889,8335,499174815
555,3 Series,2022,Africa,Electric,Manual,2,28730,101189,8196,829345044
556,i8,2013,Middle East,Diesel,Automatic,3.6,39970,92250,6734,621211500
557,M5,2023,Europe,Hybrid,Automatic,5,16692,99296,5943,590116128
558,X5,2024,Europe,Electric,Automatic,2,9615,66166,5997,396797502
559,3 Series,2012,South America,Hybrid,Automatic,3,122231,92873,5227,485447171
560,M3,2016,South America,Diesel,Automatic,4.2,158898,86673,9443,818453139
561,X3,2017,Asia,Diesel,Automatic,1.6,149657,53093,6010,319088930
562,7 Series,2013,Middle East,Petrol,Manual,3.9,119461,109866,9809,1077675594
563,7 Series,2022,Africa,Electric,Manual,1.8,106864,37051,8999,333421949
564,X1,2011,South America,Hybrid,Manual,2.3,191856,42968,8538,366860784
565,7 Series,2021,Europe,Diesel,Manual,2.1,138657,113426,2659,301599734
566,3 Series,2019,South America,Diesel,Manual,4.7,188658,103473,5921,612663633
567,7 Series,2023,Africa,Diesel,Automatic,2.1,117012,60516,4821,291747636
568,X3,2012,Middle East,Hybrid,Manual,1.6,123560,58086,1733,100663038
569,X6,2010,Middle East,Petrol,Automatic,3.6,3514,68930,7739,533449270
570,i8,2017,North America,Petrol,Automatic,2.7,177410,41756,563,23508628
571,i3,2024,North America,Diesel,Manual,2.9,108780,42697,8838,377356086
572,5 Series,2012,Africa,Electric,Automatic,1.9,117047,35004,2434,85199736
573,X6,2021,Europe,Hybrid,Manual,4.1,57533,85638,3739,320200482
574,X6,2019,Middle East,Electric,Automatic,3.6,179601,94664,1678,158846192
575,i3,2016,North America,Petrol,Manual,2.8,107224,108265,9521,1030791065
576,X6,2019,South America,Electric,Manual,2.1,111839,73514,2768,203486752
577,X1,2014,Middle East,Petrol,Manual,3.6,136787,64990,2399,155911010
578,5 Series,2019,Middle East,Hybrid,Automatic,4.2,98318,108742,9219,1002492498
579,i3,2014,South America,Petrol,Manual,2.6,85185,114354,7868,899737272
580,M5,2023,South America,Hybrid,Manual,1.6,172797,73954,5084,375982136
581,i8,2016,Middle East,Electric,Automatic,2.3,110324,105341,3727,392605907
582,3 Series,2024,Africa,Diesel,Automatic,3.9,29725,119038,7491,891713658
583,X3,2018,South America,Petrol,Automatic,5,61899,91730,9606,881158380
584,M3,2021,Africa,Petrol,Automatic,1.5,11430,109949,6188,680364412
585,3 Series,2014,Africa,Electric,Automatic,2.6,197439,60352,3348,202058496
586,5 Series,2010,Africa,Diesel,Manual,1.7,195818,96809,184,17812856
587,X3,2019,Asia,Diesel,Manual,2.6,85688,36661,9954,364923594
588,X5,2019,North America,Electric,Automatic,2.9,20462,88937,3605,320617885
589,X3,2010,Middle East,Diesel,Automatic,4.7,10558,115843,5457,632155251
590,X3,2024,Europe,Diesel,Manual,1.8,185671,93151,4711,438834361
591,i3,2011,Middle East,Electric,Automatic,4.2,172246,61625,3251,200342875
592,7 Series,2023,North America,Electric,Automatic,2.9,183830,97853,4886,478109758
593,7 Series,2015,Africa,Electric,Manual,4.3,122871,42186,1241,52352826
594,X3,2018,Africa,Petrol,Manual,3.3,158539,88307,4847,428024029
595,3 Series,2017,Europe,Diesel,Automatic,1.6,153861,79362,9762,774731844
596,X1,2022,North America,Diesel,Manual,4.8,142009,55139,2255,124338445
597,X3,2014,Africa,Diesel,Automatic,1.8,116237,41969,1244,52209436
598,X1,2010,Europe,Petrol,Automatic,3.6,126235,59752,8657,517273064
599,M5,2022,Middle East,Petrol,Automatic,4.6,53187,81354,784,63781536
600,M3,2016,North America,Hybrid,Automatic,1.8,195192,119134,6570,782710380
601,7 Series,2024,Asia,Hybrid,Automatic,3.4,83608,113671,5644,641559124
602,7 Series,2014,South America,Hybrid,Automatic,4.4,69018,75481,4908,370460748
603,i8,2015,Middle East,Hybrid,Automatic,5,123323,103534,2717,281301878
604,i3,2022,South America,Diesel,Manual,4,136323,35945,4643,166892635
605,M5,2016,North America,Petrol,Manual,2.5,145948,45297,2447,110841759
606,X3,2012,Middle East,Diesel,Manual,3.9,186088,83549,2331,194752719
607,X6,2021,Africa,Diesel,Automatic,4,60014,51230,9313,477104990
608,i8,2019,Europe,Electric,Manual,3.9,128625,107973,8455,912911715
609,5 Series,2012,Europe,Electric,Manual,4.5,36826,106372,3803,404532716
610,i3,2014,Asia,Diesel,Manual,1.8,190726,100453,3316,333102148
611,M5,2015,South America,Petrol,Automatic,1.9,32159,92285,6560,605389600
612,3 Series,2018,Africa,Electric,Manual,3.7,27967,95875,6984,669591000
613,X3,2022,Europe,Hybrid,Automatic,4.8,165231,72593,4877,354036061
614,3 Series,2023,Asia,Diesel,Manual,3.1,39466,101930,4570,465820100
615,M5,2021,Asia,Electric,Manual,4.9,78179,70403,7365,518518095
616,X5,2014,Europe,Hybrid,Manual,4.8,187195,41296,7699,317937904
617,X1,2024,South America,Petrol,Manual,4.7,160411,76189,1131,86169759
618,i8,2010,Europe,Petrol,Automatic,4.7,165927,114137,923,105348451
619,X1,2023,Africa,Hybrid,Automatic,4.6,136514,94933,4533,430331289
620,M3,2023,Africa,Electric,Manual,4.4,35796,45975,2999,137879025
621,X3,2023,North America,Hybrid,Automatic,3.9,162596,89574,7612,681837288
622,X1,2013,Middle East,Electric,Automatic,1.6,78178,101679,3344,340014576
623,5 Series,2014,North America,Hybrid,Automatic,2,102714,32116,1782,57230712
624,M3,2021,Africa,Hybrid,Manual,2,1811,56208,8578,482152224
625,i3,2019,South America,Electric,Manual,1.6,151998,110953,6928,768682384
626,5 Series,2019,Africa,Electric,Automatic,1.9,142024,30432,2607,79336224
627,X5,2014,Asia,Diesel,Automatic,4.7,106658,47201,8051,380015251
